Titre de l'image,Sujets,0,1,2,3,4,5,6,7,8
tt0094737.jpg,['secret'],ever,truly,large,secret,,,,,
tt0094910.jpg,"['aoe', 'wee', '_', 'jl', 'sup', 'ae', 'fe']",wee,sofa,swallow,iron,,,,,
tt0096054.jpg,[],,,,,,,,,
tt0095993.jpg,[],,,,,,,,,
tt0096256.jpg,"['dn', 'ants', 'rs', 'et', 'ag', 'mel']",ant,Frey,Han,roentgen,eight,five,silver,,
tt0096294.jpg,[],,,,,,,,,
tt0095776.jpg,"['quer', 'dyenep', 'oliver', 'ompany']",Oliver,vitamin_E,,,,,,,
tt0096257.jpg,"['errol', 'morris', 'film', 'line']",Morris,movie,thin,blue,line,,,,
tt0095560.jpg,[],,,,,,,,,
tt0095428.jpg,"['ry', '*', 'matt', '=', 'mccarthy']",seven,flatness,Andrew,McCarthy,,,,,
tt0095174.jpg,[],,,,,,,,,
tt0095564.jpg,"['shirley', 'macl', 'madam', 'sousatzka®']",dame,,,,,,,,
tt0096291.jpg,[],,,,,,,,,
tt0096087.jpg,"['|', 'weller', 'sam', 'elliott']",Peter,well,surface-to-air_missile,,,,,,
tt0096454.jpg,[],,,,,,,,,
tt0096332.jpg,[],,,,,,,,,
tt0095613.jpg,[],,,,,,,,,
tt0096324.jpg,"['moon', 'junction']",two,Moon,junction,,,,,,
tt0095188.jpg,"['gay', 'fa']",homosexual,fa,sent,,,,,,
tt0095836.jpg,[],,,,,,,,,
tt0094731.jpg,[],,,,,,,,,
tt0094651.jpg,[],,,,,,,,,
tt0094889.jpg,[],,,,,,,,,
tt0094862.jpg,[],,,,,,,,,
tt0095981.jpg,[],,,,,,,,,
tt0096244.jpg,"['mel', 'gibson', '+', 'michelle', 'kurt', 'russell']",Gibson,Russell,,,,,,,
tt0095956.jpg,"['edition', 'stallone', 'rambo']",ultimate,edition,,,,,,,
tt0095016.jpg,"['ea', 'ep', '—', '‘', 'oo', 'ce', 'ne', '=', '“', 'ea']",Ea,neon,cerium,,,,,,
tt0095599.jpg,[],,,,,,,,,
tt0346962.jpg,[],,,,,,,,,
tt0094678.jpg,"['dudley', 'moore', 'liza', 'minneltt', 'rocks', 'feay']",Moore,liza,rock,Delaware,,,,,
tt0095348.jpg,"['ablack', 'hero']",street_fighter,hero,,,,,,,
tt0095360.jpg,"['“', 'sshasnting', 'oo', 'oe', 'legacy', '”', 'wey', 'sega', 'sa', 'sav', 'wor', 'ae', 'sch', '—-']",bequest,,,,,,,,
tt0095638.jpg,[],,,,,,,,,
tt0096466.jpg,[],,,,,,,,,
tt0096328.jpg,"['ump', 'vioco', 'feature', 'film']",umpire,Armed_Islamic_Group,feature,movie,,,,,
tt0094715.jpg,[],,,,,,,,,
tt0094701.jpg,['scream'],scream,,,,,,,,
tt0094846.jpg,[],,,,,,,,,
tt0094890.jpg,"['cocoon', 'return']",cocoon,tax_return,,,,,,,
tt0094884.jpg,[],,,,,,,,,
tt0094933.jpg,"['thumbs', '”']",two,thumb,stylish,,,,,,
tt0095178.jpg,"['rina', 'mccay', 'peli', 'te']",two,tellurium,,,,,,,
tt0096101.jpg,"['hes', 'sayhes', 'bolts', 'number', 'tin', 'baighty']",say,helium,nut,thunderbolt,number,five,brand,tin,
tt0094716.jpg,[],,,,,,,,,
tt0096061.jpg,"['bill', 'mur', 'ray', 'sor', 'oo']",bill,beam,,,,,,,
tt0095583.jpg,[],,,,,,,,,
tt0095742.jpg,[],,,,,,,,,
tt0096289.jpg,[],,,,,,,,,
tt0095031.jpg,[],,,,,,,,,
tt0094663.jpg,[],,,,,,,,,
tt0095409.jpg,['ss'],United_States_Secret_Service,,,,,,,,
tt0095186.jpg,"['ter', 'urges', 'moon', 'bik', 'ater']",urge,full_moon,Moon,one,,,,,
tt0095145.jpg,"['slop', 'teh', 'ameria', 'wor', 'cary']",slop,calcium,,,,,,,
tt0096464.jpg,[],,,,,,,,,
tt0096316.jpg,[],,,,,,,,,
tt0095179.jpg,[],,,,,,,,,
tt0095169.jpg,"['batinkoff', '.keeps', 'tha']",mollie,,,,,,,,
tt0095357.jpg,[],,,,,,,,,
tt0094934.jpg,"['ove', 'burard', 'hughes', 'mate', 'william', 'hickey']",Hughes,mate,shininess,pimple,,,,,
tt0096267.jpg,[],,,,,,,,,
tt0094869.jpg,[],,,,,,,,,
tt0095593.jpg,[],,,,,,,,,
tt0096071.jpg,[],,,,,,,,,
tt0098048.jpg,[],,,,,,,,,
tt0094882.jpg,[],,,,,,,,,
tt0092559.jpg,[],,,,,,,,,
tt0094921.jpg,[],,,,,,,,,
tt0094712.jpg,[],,,,,,,,,
tt0095626.jpg,[],,,,,,,,,
tt0096463.jpg,"['harrison', 'ford', 'nig', 'icy', 's804', 'wewer', 'ae', 'anyone', 'anyone', 'anyone', 'vs', 'tin', 'thee', 'tig', 'ae']",ever,Harrison,Ford,frigid,,,,,
tt0094894.jpg,[],,,,,,,,,
tt0096073.jpg,"['demi', 'sign']",Moore,seventh,sign,,,,,,
tt0096098.jpg,"['sidney', 'poftier', 'tom', 'berenger', 'alley']",Sidney,Tom,alley,,,,,,
tt0096259.jpg,[],,,,,,,,,
tt0095036.jpg,[],,,,,,,,,
tt0096271.jpg,"['award', 'winne', 'william', '+', 'hutton', 'www', 'esmw2a']",academy,award,injury,timothy,Hutton,World_Wide_Web,,,
tt0095963.jpg,[],,,,,,,,,
tt0096072.jpg,"['hours', 'judgment']",seven,hours,judgment,,,,,,
tt0095382.jpg,[],,,,,,,,,
tt0094739.jpg,[],,,,,,,,,
tt0095631.jpg,['lesad'],run,,,,,,,,
tt0096161.jpg,[],,,,,,,,,
tt0095454.jpg,"['joanna', 'pacula', 'meredith', 'h', 'salenger', '—', 'pass', 'iie']",Meredith,hydrogen,rewrite,base_on_balls,,,,,
tt0095326.jpg,[],,,,,,,,,
tt0094979.jpg,[],,,,,,,,,
tt0095497.jpg,"['ation', '+~of', 'grist']",grist,sixty-five,,,,,,,
tt0094602.jpg,[],,,,,,,,,
tt0094819.jpg,[],,,,,,,,,
tt0096203.jpg,[],,,,,,,,,
tt0095736.jpg,"['psh', 'oes', 'xo', 'life', '\\y']",life,,,,,,,,
tt0095050.jpg,['ne'],neon,,,,,,,,
tt0094824.jpg,['shack'],hovel,back,,,,,,,
tt0095253.jpg,[],,,,,,,,,
tt0096028.jpg,[],,,,,,,,,
tt0095333.jpg,"['jeff', 'daniels', 'house', 'arroll']",Kelly,Daniel,house,,,,,,
tt0096438.jpg,"['‘', 'e']",four,vitamin_E,,,,,,,
tt0095119.jpg,['erybody'],,,,,,,,,
tt0094761.jpg,['scream'],five,scream,still,breathe,,,,,
tt0096200.jpg,"['hes', 'earts', 'dance']",Sweet,helium,dance,,,,,,
tt0095047.jpg,[],,,,,,,,,
tt0094827.jpg,[],,,,,,,,,
tt0095250.jpg,"['legrand', 'bleu']",bleu,,,,,,,,
tt0096003.jpg,[],,,,,,,,,
tt0094947.jpg,"['wst', 'seduction', 'revenge', 'glenn', 'michelle', 'pfeiffer']",seduction,retaliation,come,see,Glenn,stopping_point,,,
tt0095654.jpg,"['dreyfuss', 'julia']",Dreyfus,Braga,,,,,,,
tt0095640.jpg,"['pen', 'gere']",pen,,,,,,,,
tt0092675.jpg,[],,,,,,,,,
tt0095687.jpg,[],,,,,,,,,
tt0095863.jpg,[],,,,,,,,,
tt0095877.jpg,"['michael', 'dudikoff', 'platoon', 'leader']",Michael,platoon,leader,,,,,,
tt0094980.jpg,[],,,,,,,,,
tt0095532.jpg,[],,,,,,,,,
tt0096211.jpg,"['pierce', 'brosnan']",Pierce,,,,,,,,
tt0095903.jpg,[],,,,,,,,,
tt0095296.jpg,[],,,,,,,,,
tt0095484.jpg,[],,,,,,,,,
tt0093744.jpg,['hakkc'],,,,,,,,,
tt0095889.jpg,[],,,,,,,,,
tt0095647.jpg,"['hackman', 'dafoe', 'ne']",neon,,,,,,,,
tt0095690.jpg,"['su', 'wda', 'er', 'ti', '=a', '°c', 'wa', 'a=', 'mc', 'tag', 'onde', 'mame']",Intelligence_Community,erbium,Oklahoma,titanium,einsteinium,,,,
tt0095243.jpg,"['earth', '“', 'reason', 'anda', 'couse', 'eeepnetn', 'ernie']",tendency,Earth,found,reason,olive,,,,
tt0095519.jpg,"['guys', 'onanes']",guy,,,,,,,,
tt0095280.jpg,"['philip', '—lauraws', 'alice', 'eric', 'im', 'dern', 'wkrige', 'winter']",Philip,,,,,,,,
tt0095294.jpg,[],,,,,,,,,
tt0095082.jpg,"['story', 'pastime', 'scandal']",national,inside,narrative,pastime,scandal,,,,
tt0095726.jpg,[],,,,,,,,,
tt0094612.jpg,[],,,,,,,,,
tt0094606.jpg,"['william', 'kathleen', 'hurt', '~', 'turner', '©', 'davis', 'uris']",injury,Turner,Davys,accidental,,,,,
tt0094799.jpg,[],,,,,,,,,
tt0096171.jpg,[],,,,,,,,,
tt0095652.jpg,"['qdsce', 'whoeeprece', 'wate', 'dt', 'tae', 'ety', 'ey', 'mee', 'org', 'ae', 'toit', 'wcnc', 'ote', '=', 'experimentin', 'aals', 'moo', 'ruy', 'sides', 'moen', 'kate', 'mand', 'joc', 'wont', 'dd', 'ee', 'sener', 'fee', 'mente', 'etsanuers', 'rman', 'aes', 'onin', 'fenkgrntwud', 'grads', 'danes', 'giasens', 'eset', 'corea', 'ed', 'mem']",nan,,,,,,,,
tt0083015.jpg,"['blake', 'edwards', 'sab']",Blake,Edwards,,,,,,,
tt0082121.jpg,[],,,,,,,,,
tt0082525.jpg,[],,,,,,,,,
tt0082136.jpg,[],,,,,,,,,
tt0082042.jpg,"['field', 'tomy', 'roads']",wisecrack,field,back,roads,,,,,
tt0083163.jpg,"['prions', 'everyone', 'pt']",prion,semen,platinum,,,,,,
tt0082533.jpg,[],,,,,,,,,
tt0082457.jpg,[],,,,,,,,,
tt0083365.jpg,[],,,,,,,,,
tt0082245.jpg,[],,,,,,,,,
tt0082085.jpg,"['john', 'travolta', '..', 'nancy', 'allen', 'blowout', 'mey', '\\']",toilet,Nancy,Allen,runaway,,,,,
tt0082495.jpg,[],,,,,,,,,
tt0083006.jpg,"['kristofferson', 'rollover', 'mone']",United_States,Fonda,rollover,,,,,,
tt0082497.jpg,[],,,,,,,,,
tt0083170.jpg,[],,,,,,,,,
tt0082432.jpg,['gallipou'],,,,,,,,,
tt0082340.jpg,[],,,,,,,,,
tt0082817.jpg,['z'],omega,sodium,Iraqi_Intelligence_Service,,,,,,
tt0082220.jpg,"['ij', '‘', 'bone', 'sw', 'il', 'cte', 'mati']",bone,southwest,Illinois,,,,,,
tt0082816.jpg,[],,,,,,,,,
tt0082619.jpg,[],,,,,,,,,
tt0082382.jpg,[],,,,,,,,,
tt0082948.jpg,[],,,,,,,,,
tt0082222.jpg,"['sie', 'caowiek', 'tera', 'eases']",two,Tera,ease,,,,,,
tt0082418.jpg,[],,,,,,,,,
tt0083064.jpg,[],,,,,,,,,
tt0082352.jpg,"['l', 'eyesota', 'lf', 'f', 'ak', 'se']",liter,low_frequency,degree_Fahrenheit,Alaska,selenium,,,,
tt0082193.jpg,[],,,,,,,,,
tt0082971.jpg,"['hero', 'creators', 'star', 'wars']",Indiana,new,hero,Godhead,jaw,star,war,,
tt0082958.jpg,[],,,,,,,,,
tt0082970.jpg,[],,,,,,,,,
tt0082031.jpg,[],,,,,,,,,
tt0082353.jpg,"['sigourney', 'christopher', 'plummer', 'eon', '“', 'sa', 'eyewitness', '|', '-setsep', 'ase']",Christopher,injury,weaver,eon,Greenwich_Mean_Time,,,,
tt0082351.jpg,"['donald', 'sutherland', 'kate', 'nelligan']",Sutherland,,,,,,,,
tt0082812.jpg,[],,,,,,,,,
tt0083113.jpg,[],,,,,,,,,
tt0082146.jpg,[],,,,,,,,,
tt0082200.jpg,"['eed', 'thy']",lied,Continental,,,,,,,
tt0082764.jpg,"['albertbrooks', 'bee', 'p', 'lomuellce']",bee,phosphorus,,,,,,,
tt0083254.jpg,[],,,,,,,,,
tt0082348.jpg,['jexcalibiir'],,,,,,,,,
tt0082406.jpg,['edition'],twenty-fifth,anniversary,edition,,,,,,
tt0082766.jpg,[],,,,,,,,,
tt0083336.jpg,[],,,,,,,,,
tt0082969.jpg,"['se', 'stenie', 'stiterions']",selenium,four,,,,,,,
tt0082558.jpg,[],,,,,,,,,
tt0082001.jpg,[],,,,,,,,,
tt0080762.jpg,"['winner', 'ma0']",academy,award,winner,Mozart,,,,,
tt0083041.jpg,[],,,,,,,,,
tt0082405.jpg,"['th', 'seasons']",Thursday,four,season,,,,,,
tt0083079.jpg,[],,,,,,,,,
tt0082398.jpg,"['james', 'bond', 'roger', 'moore', 'iames', 'bond']",chemical_bond,one,semen,stopping_point,James,Moore,,,
tt0083284.jpg,[],,,,,,,,,
tt0082763.jpg,"['off-the-wall', 'j']",cockamamie,bizarre,joule,,,,,,
tt0083131.jpg,[],,,,,,,,,
tt0082979.jpg,[],,,,,,,,,
tt0082945.jpg,"['acopis', 'nobody']",turn,cipher,safe,,,,,,
tt0082010.jpg,[],,,,,,,,,
tt0083326.jpg,[],,,,,,,,,
tt0082992.jpg,[],,,,,,,,,
tt0082158.jpg,[],,,,,,,,,
tt0082416.jpg,"['@', 'jeremy', 'irons', '’', 'zyjoman', '£2']",Streep,irons,French,,,,,,
tt0082402.jpg,[],,,,,,,,,
tt0083133.jpg,"['scream', '‘', 'tstudent', 'sbodies']",scream,,,,,,,,
tt0082869.jpg,"['connery', 'b.', 'slg']",three,,,,,,,,
tt0081964.jpg,[],,,,,,,,,
tt0082288.jpg,[],,,,,,,,,
tt0083169.jpg,[],,,,,,,,,
tt0082263.jpg,"['devil', 'devlin', 'ae', 'santract']",Satan,soap,,,,,,,
tt0082934.jpg,"['meet', 'ff', 'ogee', 'ee']",meet,ogee,electrical_engineering,,,,,,
tt0082329.jpg,"['isi7', 'thelovecsery', 'parent', 'ears']",parent,ear,,,,,,,
tt0082507.jpg,"['sss', 'ee', '|', '|']",Selective_Service,electrical_engineering,desire,,,,,,
tt0082089.jpg,"['th', 'fe']",tellurium,Thursday,iron,,,,,,
tt0082894.jpg,[],,,,,,,,,
tt0082499.jpg,[],,,,,,,,,
tt0082648.jpg,[],,,,,,,,,
tt0082853.jpg,[],,,,,,,,,
tt0083190.jpg,[],,,,,,,,,
tt0082517.jpg,[],,,,,,,,,
tt0082846.jpg,"['edition', '=', '§', 'pond', 'academy', 'award', 'winners', 'arte', 'fd', 'bo', 'ae']",special,edition,olden,pond,academy,award,winner,,
tt0082449.jpg,[],,,,,,,,,
tt0082111.jpg,"['movie', 'buddies', 'time']",greatest,movie,buddy,time,back,,,,
tt0081974.jpg,[],,,,,,,,,
tt0083193.jpg,[],,,,,,,,,
tt0082138.jpg,[],,,,,,,,,
tt0082886.jpg,"['baby', ']', 'burt', 'reynolds', 'paternity']",privation,baby,Burt,Reynolds,paternity,,,,
tt0083232.jpg,"['duvall', 'tue', 'gefen']",,,,,,,,,
tt0082474.jpg,[],,,,,,,,,
tt0081633.jpg,[],,,,,,,,,
tt0091149.jpg,[],,,,,,,,,
tt0091613.jpg,"['xart', 'dillon', 'suraeth', 'cago', 'baker', 'coat', 'page', 'karlen']",baker,coat,page,sou,,,,,
tt0091983.jpg,[],,,,,,,,,
tt0091954.jpg,[],,,,,,,,,
tt0091203.jpg,"['aman', 'ofac', 'iis', 'challenge', 'cinemas']",Iraqi_Intelligence_Service,greatest,challenge,start,Friday,,,,
tt0091217.jpg,[],,,,,,,,,
tt0090848.jpg,[],,,,,,,,,
tt0092086.jpg,[],,,,,,,,,
tt0090685.jpg,[],,,,,,,,,
tt0092079.jpg,"['jack', 'lemmon', 'julie', 'andrews']",jack,Lemmon,Andrews,,,,,,
tt0092133.jpg,"['drince', '|', 'n']",argon,seven,nitrogen,,,,,,
tt0091374.jpg,['jane'],,,,,,,,,
tt0090917.jpg,['friend'],deadly,friend,,,,,,,
tt0090678.jpg,[],,,,,,,,,
tt0090693.jpg,[],,,,,,,,,
tt0090863.jpg,[],,,,,,,,,
tt0091003.jpg,[],,,,,,,,,
tt0091981.jpg,[],,,,,,,,,
tt0091188.jpg,[],,,,,,,,,
tt0091836.jpg,[],,,,,,,,,
tt0091605.jpg,"['connery', 'f', 'murray', 'hbrabam', 'che', 'name', 'god']",degree_Fahrenheit,Murray,name,rose,believe,,,,
tt0090735.jpg,[],,,,,,,,,
tt0091167.jpg,"['barbara', 'ih', 'vy', 'lloyd', 'nolan', 'sullivan', 'daniel', 'max', 'von', 'sydow', 'dianne', '‘', 'ogee', 'ovash', 'sion', 'wor', 'batt', 'pu', 'aals', 'wt']",Lloyd,Sullivan,Daniel,,,,,,
tt0091173.jpg,['res'],eight,reticuloendothelial_system,one,,,,,,
tt0094037.jpg,"['pctlres', 'ets', 'tertarment', 'group', 'trton', 'product', 'school', 'aerts']",praseodymium,four,group,,,,,,
tt0092240.jpg,[],,,,,,,,,
tt0091991.jpg,"['|', '©', 'dawn', 'cheng', 'joes', '‘', 'arye', 'louise', 'ne', 'presoee', 'ry', 'bones', '“', 'soul', 'man', 'sgt', '=']",give,get,Thomas,,,,,,
tt0090655.jpg,[],,,,,,,,,
tt0092042.jpg,"['joan', 'chen', 'james']",Bryan,brown,Chen,James,,,,,
tt0091400.jpg,[],,,,,,,,,
tt0091164.jpg,"['crone', 'nightwares', 'half', 'moon', 'ork', '<']",hag,become,dead,one-half,Moon,,,,
tt0090859.jpg,[],,,,,,,,,
tt0091213.jpg,"['oirector', 'wayne', 'world', 'anc', 'decline', 'civilization', 'parts']",Wayne,universe,decline,Western,civilization,parts,,,
tt0091575.jpg,[],,,,,,,,,
tt0092068.jpg,[],,,,,,,,,
tt0090327.jpg,"['seduction', 'entrapment', 'possession', 'compar', 'presen', 'game']",seduction,entrapment,possession,play,alone,tellurium,Anu,,
tt0091777.jpg,"['bee', '|', 'ba']",bee,barium,,,,,,,
tt0091763.jpg,[],,,,,,,,,
tt0091159.jpg,[],,,,,,,,,
tt0091603.jpg,[],,,,,,,,,
tt0090092.jpg,['siugoee'],,,,,,,,,
tt0090904.jpg,[],,,,,,,,,
tt0091415.jpg,[],,,,,,,,,
tt0092147.jpg,"['gre', 'nes', 'agers', 'sr', 'gee', 'woo']",neon,gilbert,pita,strontium,g,woo,,,
tt0091472.jpg,[],,,,,,,,,
tt0091499.jpg,[],,,,,,,,,
tt0090585.jpg,[],,,,,,,,,
tt0091738.jpg,"['£', 'turner', 'pecc']",Turner,get,six,,,,,,
tt0090631.jpg,[],,,,,,,,,
tt0090779.jpg,[],,,,,,,,,
tt0090753.jpg,[],,,,,,,,,
tt0091129.jpg,[],,,,,,,,,
tt0092226.jpg,[],,,,,,,,,
tt0091934.jpg,"['penn', 'madonna', 'te', 'ae']",Penn,Mary,tellurium,,,,,,
tt0090633.jpg,[],,,,,,,,,
tt0091276.jpg,[],,,,,,,,,
tt0091538.jpg,[],,,,,,,,,
tt0091706.jpg,[],,,,,,,,,
tt0091306.jpg,"['didnt', 'yd', 'spy']",know,spy,,,,,,,
tt0091474.jpg,[],,,,,,,,,
tt0090756.jpg,"['mre', 'af', 'bit', 'ha', 'oes', 'oes', 'oo', 'mr']",einsteinium,spot,Eos,hour_angle,,,,,
tt0090568.jpg,[],,,,,,,,,
tt0091886.jpg,[],,,,,,,,,
tt0090583.jpg,[],,,,,,,,,
tt0091064.jpg,"['davio', '’']",,,,,,,,,
tt0092035.jpg,[],,,,,,,,,
tt0091059.jpg,[],,,,,,,,,
tt0090555.jpg,[],,,,,,,,,
tt0090970.jpg,[],,,,,,,,,
tt0091313.jpg,"['cae', 'maa', 'harlin', '«']",direct,,,,,,,,
tt0090769.jpg,"['jntcolas', 'cace']",,,,,,,,,
tt0090966.jpg,[],,,,,,,,,
tt0092195.jpg,[],,,,,,,,,
tt0091113.jpg,[],,,,,,,,,
tt0090557.jpg,"['rol', 'midnight', 'ie']",midnight,seven,Internet_Explorer,,,,,,
tt0092022.jpg,[],,,,,,,,,
tt0093315.jpg,[],,,,,,,,,
tt0090967.jpg,"['ar', '‘', 'law', 'ze', '=']",argon,law,,,,,,,
tt0091310.jpg,"['betwee', 'friends']",friend,,,,,,,,
tt0090768.jpg,[],,,,,,,,,
tt0092172.jpg,"['mm', 'soe']",nitrogen,millimeter,forty,,,,,,
tt0090567.jpg,['wouarbeet'],,,,,,,,,
tt0091123.jpg,[],,,,,,,,,
tt0091080.jpg,[],,,,,,,,,
tt0090605.jpg,[],,,,,,,,,
tt0091282.jpg,[],,,,,,,,,
tt0092007.jpg,[],,,,,,,,,
tt0091042.jpg,"['matthew', 'broderick']",Matthew,,,,,,,,
tt0092205.jpg,[],,,,,,,,,
tt0091877.jpg,"['bette', 'devito', 'midler', 'eeple']",,,,,,,,,
tt0092173.jpg,[],,,,,,,,,
tt0089221.jpg,[],,,,,,,,,
tt0091875.jpg,[],,,,,,,,,
tt0091083.jpg,"['frokeuond', 'oe']",,,,,,,,,
tt0092005.jpg,[],,,,,,,,,
tt0091530.jpg,"['jeremy', 'irons', 'boisson']",Delaware,irons,,,,,,,
tt0091295.jpg,[],,,,,,,,,
tt0091055.jpg,[],,,,,,,,,
tt0091653.jpg,[],,,,,,,,,
tt0091647.jpg,[],,,,,,,,,
tt0090559.jpg,[],,,,,,,,,
tt0091445.jpg,"['family', 'feature']",family,feature,,,,,,,
tt0091680.jpg,"['john', 'cusack', '+', 'demi', 'moore']",toilet,Moore,,,,,,,
tt0091051.jpg,"['howie', 'dl', 'bale', 'eteards']",deciliter,bale,,,,,,,
tt0090830.jpg,[],,,,,,,,,
tt0091508.jpg,"['dr', 'es', 'wd', 'mm', 'hamev', 'ene', 'rovscienet', 'tea', 'wauet', 'pverens']",einsteinium,millimeter,east_northeast,tea,,,,,
tt0091534.jpg,"['cubs', 'night', '|', 'appendn', '£', '§']",cub,every,night,two,,,,,
tt0091939.jpg,[],,,,,,,,,
tt0091326.jpg,"['ralph', 'macchio', 'pat', 'morita']",pat,,,,,,,,
tt0090774.jpg,[],,,,,,,,,
tt0090576.jpg,[],,,,,,,,,
tt0091668.jpg,[],,,,,,,,,
tt0091278.jpg,[],,,,,,,,,
tt0092214.jpg,[],,,,,,,,,
tt0091053.jpg,[],,,,,,,,,
tt0090563.jpg,[],,,,,,,,,
tt0090985.jpg,"['years', 'invasions', 'decline', 'arcand', '=', 'fi', 'ah', 'ayre', 'worth', 'talk']",seventeen,old_age,savage,invasion,witness,decline,,,
tt0092105.jpg,[],,,,,,,,,
tt0092850.jpg,[],,,,,,,,,
tt0091815.jpg,"['weld', 'sta', 'mth']","""dyers_rocket""",,,,,,,,
tt0091949.jpg,[],,,,,,,,,
tt0091223.jpg,[],,,,,,,,,
tt0091579.jpg,"['ad', 'fos', 'oe', 'ep']",interrupt,fist,ad,field-grade_officer,,,,,
tt0091790.jpg,[],,,,,,,,,
tt0092272.jpg,[],,,,,,,,,
tt0091828.jpg,['deal'],raw,deal,seven,,,,,,
tt0091814.jpg,[],,,,,,,,,
tt0090934.jpg,"['jon', '_obeth', 'elin', 'annabeth|', 'bertin', '|', 'garfield', 'blyvum', 'family', 'nests', 'age', '‘', 'doser', 'blooa', 'terrific']",Allen,Gish,,,,,,,
tt0091419.jpg,[],,,,,,,,,
tt0092104.jpg,[],,,,,,,,,
tt0090713.jpg,[],,,,,,,,,
tt0092112.jpg,"['ene', 'price', 'trick', 'treat']",east_northeast,mare,monetary_value,trick,dainty,Alaska,,,
tt0092106.jpg,[],,,,,,,,,
tt0091369.jpg,[],,,,,,,,,
tt0091396.jpg,"['robert', 'redford', 'debra', 'winger', 'daryl', 'hannah', 'kt', 'fi']",Robert,Redford,winger,karat,,,,,
tt0091786.jpg,[],,,,,,,,,
tt0091209.jpg,"['rutger', 'haver', 'c.', 'thomas', 'jenniter', 'jason', 'ee', 'coptatn', 'ff', 'stranger']",Thomas,Jason,Leigh,electrical_engineering,,,,,
tt0092099.jpg,"['gun=', '=']",,,,,,,,,
tt0090856.jpg,"['rs', 'eee', 'pees', 'aca', 'pout', 'mediate', 'ow', 'area']",roentgen,urine,two,Thursday,pout,never,,,
tt0091584.jpg,[],,,,,,,,,
tt0090670.jpg,[],,,,,,,,,
tt0091963.jpg,[],,,,,,,,,
tt0091778.jpg,[],,,,,,,,,
tt0091817.jpg,[],,,,,,,,,
tt0091630.jpg,"['seream', 'youire']",thirty,dead,,,,,,,
tt0090710.jpg,[],,,,,,,,,
tt0091344.jpg,[],,,,,,,,,
tt0090728.jpg,[],,,,,,,,,
tt0092117.jpg,[],,,,,,,,,
tt0090927.jpg,"['chugh', 'norris', 'lee', 'marvin']",Norris,Lee,,,,,,,
tt0090660.jpg,"['john', 'eugene', 'meg', 'candy', 'levy', 'ryan']",toilet,Eugene,million,candy,levy,,,,
tt0090852.jpg,[],,,,,,,,,
tt0092076.jpg,[],,,,,,,,,
tt0091225.jpg,['@'],,,,,,,,,
tt0091557.jpg,"['harrison', 'ford', 'mirren', 'river', 'phoenix']",Harrison,Ford,Helen,river,Phoenix,,,,
tt0091637.jpg,"['presentation', 'hichard', 'ki', 'ch']",presentation,qi,,,,,,,
tt0089118.jpg,[],,,,,,,,,
tt0091019.jpg,"['lime', 'sidbye']",every,calcium_hydroxide,germanium,,,,,,
tt0089695.jpg,"['van', 'damme', 'retreat', 'surrender']",avant-garde,retreat,resignation,,,,,,
tt0090887.jpg,[],,,,,,,,,
tt0091541.jpg,[],,,,,,,,,
tt0092074.jpg,[],,,,,,,,,
tt0092934.jpg,[],,,,,,,,,
tt0091554.jpg,"['janefonda', '—_jeffbridges']",,,,,,,,,
tt0090886.jpg,[],,,,,,,,,
tt0091024.jpg,"['valewebe', 'wal', 'wie', 'bate', 'ace']",ale,though,four,bate,one,,,,
tt0091187.jpg,"['clint', 'eastwood', 'collection', 'clint', 'eastwood']",collection,,,,,,,,
tt0091178.jpg,[],,,,,,,,,
tt0092115.jpg,[],,,,,,,,,
tt0092656.jpg,"['matt', 'dillon', '=', 'dianelane', '=—tommy', 'utes', 'shes']",flatness,Ute,ten,,,,,,
tt0093560.jpg,[],,,,,,,,,
tt0094025.jpg,[],,,,,,,,,
tt0093776.jpg,[],,,,,,,,,
tt0093010.jpg,[],,,,,,,,,
tt0093428.jpg,[],,,,,,,,,
tt0093415.jpg,"['gunns', 'spor']",,,,,,,,,
tt0093818.jpg,[],,,,,,,,,
tt0093617.jpg,"['nce', 'girls', 'c']",girl,soman,degree_centigrade,,,,,,
tt0093777.jpg,"['joun', ""carpenter's"", 'pruice', '*', 'darritess', 'eis', 'evil', '“', 'pe']",evil,real_number,,,,,,,
tt0093011.jpg,[],,,,,,,,,
tt0094226.jpg,[],,,,,,,,,
tt0092655.jpg,[],,,,,,,,,
tt0092641.jpg,"['aim', 'james', 'dennbay', 'skller']",purpose,James,,,,,,,
tt0092494.jpg,[],,,,,,,,,
tt0092537.jpg,"['ons', 'wrosins']",oven,,,,,,,,
tt0093629.jpg,[],,,,,,,,,
tt0092721.jpg,"['chrismakedeace', '—patmorita', 'mari', 'arf', 'bre', 'hearts', '@']",Cheremis,five,prisoner,,,,,,
tt0093166.jpg,"['attraction', 'p', 'ffm', 'diane', 'keaton']",approach,attraction,phosphorus,Keaton,,,,,
tt0094033.jpg,[],,,,,,,,,
tt0093589.jpg,"['scott', 'valentine']",Scott,valentine,one,,,,,,
tt0093204.jpg,[],,,,,,,,,
tt0093200.jpg,['kathin'],,,,,,,,,
tt0092644.jpg,"['eddie', 'murphy', 'beveriy', 'hills', 'hills']",hill,potato,,,,,,,
tt0092718.jpg,"[""can'tbuy"", 'love']",love,,,,,,,,
tt0094383.jpg,[],,,,,,,,,
