Id,nb_visages,position_visage,emotion1,emotion2
tt0097216,2,1,1,4
tt0097235,2,1,1,1
tt0097236,1,1,1,0
tt0097239,2,1,1,5
tt0097240,2,1,3,2
tt0097243,1,1,1,0
tt0097262,1,1,3,0
tt0097276,3,2,2,1
tt0097289,2,1,2,2
tt0097314,0,0,0,0
tt0097322,1,2,2,0
tt0097328,3,1,3,2
tt0097332,1,1,1,0
tt0097334,0,0,0,0
tt0097336,3,2,1,3
tt0097351,1,1,2,0
tt0097366,5,2,2,2
tt0097368,0,0,0,0
tt0097372,0,0,0,0
tt0097388,0,0,0,0
tt0097424,2,2,2,1
tt0097428,0,0,0,0
tt0097438,0,0,0,0
tt0097441,3,1,1,3
tt0097457,0,0,0,0
tt0097458,1,1,2,0
tt0097474,1,1,1,0
tt0097481,2,1,1,5
tt0097490,3,1,2,0
tt0097499,1,2,4,0
tt0097500,1,1,1,0
tt0097507,1,1,1,0
tt0097523,1,1,0,0
tt0097527,0,0,0,0
tt0097530,0,0,0,0
tt0097531,0,0,0,0
tt0097567,1,2,3,0
tt0097570,1,1,4,0
tt0097576,0,0,0,0
tt0097579,1,1,3,0
tt0097607,0,0,0,0
tt0097613,2,1,1,1
tt0097626,1,1,3,0
tt0097637,1,1,1,0
tt0097647,0,0,0,0
tt0097659,1,1,1,0
tt0097662,1,1,3,0
tt0097670,3,1,4,2
tt0097722,0,0,0,0
tt0097731,1,1,5,0
tt0097733,1,1,1,0
tt0097737,0,0,0,0
tt0097742,0,0,0,0
tt0097756,0,0,0,0
tt0097757,0,0,0,0
tt0097758,0,0,0,0
tt0097770,1,1,1,0
tt0097778,0,0,0,0
tt0097790,2,1,1,1
tt0097815,2,2,2,2
tt0097880,0,0,0,0
tt0097883,0,0,0,0
tt0097884,0,0,0,0
tt0097892,2,1,2,2
tt0097937,0,0,0,0
tt0097940,1,2,1,0
tt0097958,0,0,0,0
tt0097964,1,1,1,0
tt0097965,0,0,0,0
tt0097967,0,0,0,0
tt0097971,0,0,0,0
tt0097981,0,0,0,0
tt0097987,0,0,0,0
tt0098022,2,1,2,1
tt0098048,2,1,2,3
tt0098051,1,1,4,0
tt0098067,0,0,0,0
tt0098068,0,0,0,0
tt0098084,0,0,0,0
tt0098093,1,1,1,0
tt0098097,1,1,1,0
tt0098105,0,0,0,0
tt0098112,0,0,0,0
tt0098115,1,1,5,0
tt0098153,0,0,0,0
tt0098158,0,0,0,0
tt0098160,0,0,0,0
tt0098165,1,1,3,0
tt0098184,0,0,0,0
tt0098188,0,0,0,0
tt0098206,1,1,1,0
tt0098219,1,1,1,0
tt0098222,0,0,0,0
tt0098230,2,2,1,3
tt0098258,1,1,2,0
tt0098260,1,1,1,0
tt0098261,0,0,0,0
tt0098273,2,1,4,4
tt0098276,1,1,1,0
tt0098282,0,0,0,0
tt0098283,0,0,0,0
tt0098308,1,2,5,0
tt0098309,2,2,2,0
tt0098319,2,1,2,0
tt0098320,0,0,0,0
tt0098330,0,0,0,0
tt0098335,1,1,2,0
tt0098343,1,1,5,0
tt0098347,0,0,0,0
tt0098356,4,1,1,1
tt0098375,0,0,0,0
tt0098382,1,1,3,0
tt0098383,1,2,4,0
tt0098384,0,0,0,0
tt0098439,1,1,1,0
tt0098442,0,0,0,0
tt0098453,0,0,0,0
tt0098454,0,0,0,0
tt0098471,0,0,0,0
tt0098502,0,0,0,0
tt0098503,0,0,0,0
tt0098513,0,0,0,0
tt0098519,0,0,0,0
tt0098524,2,1,1,3
tt0098528,0,0,0,0
tt0098536,1,1,1,0
tt0098546,1,1,0,0
tt0098554,0,0,0,0
tt0098575,3,1,1,0
tt0098621,2,1,3,1
tt0098625,0,0,0,0
tt0098627,3,1,2,1
tt0098631,0,0,0,0
tt0098635,1,1,2,0
tt0098638,2,1,1,1
tt0098645,1,1,0,0
tt0098659,1,1,4,0
tt0098660,0,0,0,0
tt0098663,2,2,2,2
tt0098678,2,2,2,2
tt0098724,0,0,0,0
tt0098987,0,0,0,0
tt0098994,0,0,0,0
tt0099005,2,1,2,1
tt0099012,1,1,2,0
tt0099018,0,0,0,0
tt0099039,2,1,3,3
tt0099044,1,1,3,0
tt0099052,0,0,0,0
tt0099073,0,0,0,0
tt0099077,0,0,0,0
tt0099088,1,1,2,0
tt0099091,2,1,1,1
tt0099128,0,0,0,0
tt0099141,1,1,0,0
tt0099164,1,2,3,0
tt0099165,2,1,1,1
tt0099173,1,2,3,0
tt0099200,1,1,2,0
tt0099204,1,1,2,0
tt0099250,1,1,4,0
tt0099253,1,1,3,0
tt0099291,2,1,4,1
tt0099300,2,1,1,1
tt0099305,0,0,0,0
tt0099310,0,0,0,0
tt0099316,1,1,2,0
tt0099327,1,2,2,0
tt0099329,1,1,3,0
tt0099334,0,0,0,0
tt0099342,3,1,4,3
tt0099348,1,2,1,0
tt0099365,0,0,0,0
tt0099371,0,0,0,0
tt0099385,0,0,0,0
tt0099395,0,0,0,0
tt0099397,2,1,1,3
tt0099422,0,0,0,0
tt0099460,0,0,0,0
tt0099480,4,2,1,1
tt0099487,0,0,0,0
tt0099512,0,0,0,0
tt0099520,1,1,5,0
tt0099528,0,0,0,0
tt0099566,1,2,3,0
tt0099575,1,1,3,0
tt0099578,0,0,0,0
tt0099581,1,2,2,0
tt0099582,2,1,1,1
tt0099587,2,1,1,3
tt0099594,2,1,1,1
tt0099595,1,1,3,0
tt0099606,1,1,3,0
tt0099611,2,1,4,5
tt0099612,0,0,0,0
tt0099615,0,0,0,0
tt0099623,2,2,0,2
tt0099653,1,1,3,0
tt0099654,0,0,0,0
tt0099674,1,1,1,0
tt0099685,3,1,1,1
tt0099691,1,2,1,0
tt0099697,0,0,0,0
tt0099699,1,1,3,0
tt0099700,0,0,0,0
tt0099703,1,1,3,0
tt0099731,3,2,1,1
tt0099739,1,1,4,0
tt0099740,0,0,0,0
tt0099743,0,0,0,0
tt0099747,1,1,1,0
tt0099750,1,1,3,0
tt0099762,0,0,0,0
tt0099768,0,0,0,0
tt0099785,1,1,0,0
tt0099797,2,1,2,1
tt0099800,1,2,5,0
tt0099810,1,1,3,0
tt0099819,2,1,0,1
tt0099850,0,0,0,0
tt0099871,0,0,0,0
tt0099878,0,0,0,0
tt0099892,0,0,0,0
tt0099938,1,2,5,0
tt0099939,0,0,0,0
tt0099951,2,1,1,1
tt0099969,1,1,1,0
tt0099991,0,0,0,0
tt0100046,1,2,0,0
tt0100050,1,1,0,0
tt0100053,2,2,5,4
tt0100065,2,1,3,5
tt0100087,0,0,0,0
tt0100100,0,0,0,0
tt0100114,1,1,3,0
tt0100133,0,0,0,0
tt0100134,1,2,2,0
tt0100135,1,1,3,0
tt0100140,1,1,2,0
tt0100142,0,0,0,0
tt0100143,1,1,3,0
tt0100150,0,0,0,0
tt0100157,0,0,0,0
tt0100168,1,2,3,0
tt0100196,0,0,0,0
tt0100201,1,1,1,0
tt0100211,1,2,1,0
tt0100212,1,1,2,0
tt0100224,0,0,0,0
tt0100232,2,2,3,1
tt0100254,0,0,0,0
tt0100258,0,0,0,0
tt0100260,1,1,2,0
tt0100280,2,2,1,1
tt0100281,0,0,0,0
tt0100301,1,1,2,0
tt0100318,3,2,3,1
tt0100395,1,1,1,0
tt0100403,0,0,0,0
tt0100404,1,1,3,0
tt0100405,2,1,1,2
tt0100419,0,0,0,0
tt0100436,0,0,0,0
tt0100442,0,0,0,0
tt0100449,0,0,0,0
tt0100475,1,1,2,0
tt0100477,0,0,0,0
tt0100480,1,1,1,0
tt0100485,0,0,0,0
tt0100486,2,2,1,1
tt0100488,0,0,0,0
tt0100502,0,0,0,0
tt0100507,1,1,2,0
tt0100530,0,0,0,0
tt0100557,0,0,0,0
tt0100594,0,0,0,0
tt0100602,0,0,0,0
tt0100604,0,0,0,0
tt0100606,1,1,1,0
tt0100611,0,0,0,0
tt0100631,0,0,0,0
tt0100666,0,0,0,0
tt0100670,0,0,0,0
tt0100680,1,1,1,0
tt0100684,0,0,0,0
tt0100685,3,1,5,3
tt0100691,1,1,2,0
tt0100707,0,0,0,0
tt0100708,0,0,0,0
tt0100740,0,0,0,0
tt0100758,0,0,0,0
tt0100774,0,0,0,0
tt0100802,0,0,0,0
tt0100814,0,0,0,0
tt0100822,2,2,2,1
tt0100828,1,1,1,0
tt0100879,2,2,1,1
tt0100899,1,1,2,0
tt0100911,1,1,2,0
tt0100928,0,0,0,0
tt0100931,2,1,1,1
tt0100935,1,1,1,0
tt0100944,1,1,1,0
tt0100946,1,1,3,0
tt0100994,2,2,3,3
tt0101252,2,1,3,1
tt0101272,0,0,0,0
tt0101301,0,0,0,0
tt0101316,1,1,3,0
tt0101329,0,0,0,0
tt0101356,0,0,0,0
tt0101371,1,2,3,0
tt0101373,0,0,0,0
tt0101393,0,0,0,0
tt0101404,0,0,0,0
tt0101410,1,2,2,0
tt0101412,1,1,1,0
tt0101414,1,2,1,0
tt0101428,0,0,0,0
tt0101444,0,0,0,0
tt0101453,2,1,1,3
tt0101455,0,0,0,0
tt0101458,0,0,0,0
tt0101465,1,1,1,0
tt0101478,0,0,0,0
tt0101481,1,1,1,0
tt0101492,0,0,0,0
tt0101507,2,1,3,1
tt0101516,0,0,0,0
tt0101523,1,1,2,0
tt0101540,0,0,0,0
tt0101545,1,1,2,0
tt0101578,1,2,3,0
tt0101587,0,0,0,0
tt0101588,0,0,0,0
tt0101590,1,1,1,0
tt0101595,1,1,3,0
tt0101597,0,0,0,0
tt0101605,0,0,0,0
tt0101606,2,2,3,1
tt0101615,0,0,0,0
tt0101625,0,0,0,0
tt0101629,5,1,1,1
tt0101635,1,1,1,0
tt0101660,2,1,1,2
tt0101669,3,2,0,1
tt0101694,0,0,0,0
tt0101695,0,0,0,0
tt0101698,0,0,0,0
tt0101726,0,0,0,0
tt0101745,0,0,0,0
tt0101746,1,2,3,0
tt0101748,1,1,1,0
tt0101757,0,0,0,0
tt0101761,1,1,1,0
tt0101764,2,1,3,1
tt0101765,0,0,0,0
tt0101775,1,2,0,0
tt0101786,0,0,0,0
tt0101787,1,1,2,0
tt0101821,0,0,0,0
tt0101831,2,2,1,1
tt0101862,0,0,0,0
tt0101889,1,1,3,0
tt0101891,1,1,3,0
tt0101902,3,2,2,4
tt0101917,1,1,1,0
tt0101921,3,2,2,2
tt0101969,2,1,2,2
tt0101984,1,1,4,0
tt0101991,0,0,0,0
tt0101998,1,1,2,0
tt0102004,1,1,3,0
tt0102005,1,1,1,0
tt0102011,1,2,1,0
tt0102014,0,0,0,0
tt0102015,0,0,0,0
tt0102045,2,2,1,3
tt0102048,0,0,0,0
tt0102057,2,1,1,1
tt0102059,1,1,2,0
tt0102065,0,0,0,0
tt0102070,0,0,0,0
tt0102095,0,0,0,0
tt0102103,3,2,3,1
tt0102116,0,0,0,0
tt0102138,1,1,3,0
tt0102175,0,0,0,0
tt0102181,1,2,3,0
tt0102202,0,0,0,0
tt0102216,0,0,0,0
tt0102220,1,2,0,0
tt0102250,1,1,2,0
tt0102266,0,0,0,0
tt0102279,1,2,3,0
tt0102288,0,0,0,0
tt0102299,0,0,0,0
tt0102303,1,2,0,0
tt0102307,1,1,1,0
tt0102315,0,0,0,0
tt0102316,0,0,0,0
tt0102322,1,1,5,0
tt0102340,0,0,0,0
tt0102343,2,2,2,2
tt0102370,0,0,0,0
tt0102388,0,0,0,0
tt0102411,1,1,2,0
tt0102422,1,1,3,0
tt0102428,0,0,0,0
tt0102443,1,1,3,0
tt0102460,1,1,3,0
tt0102467,1,1,0,0
tt0102469,0,0,0,0
tt0102492,1,1,2,0
tt0102493,1,1,1,0
tt0102494,1,1,1,0
tt0102500,2,2,3,2
tt0102511,0,0,0,0
tt0102517,0,0,0,0
tt0102526,1,1,1,0
tt0102555,0,0,0,0
tt0102558,4,1,2,0
tt0102573,1,1,3,0
tt0102590,0,0,0,0
tt0102592,0,0,0,0
tt0102593,1,1,1,0
tt0102598,1,1,2,0
tt0102603,1,2,1,0
tt0102609,1,1,1,0
tt0102655,1,1,1,0
tt0102685,1,1,1,0
tt0102687,0,0,0,0
tt0102690,1,2,4,0
tt0102713,1,1,1,0
tt0102719,2,1,2,0
tt0102722,0,0,0,0
tt0102729,0,0,0,0
tt0102741,0,0,0,0
tt0102744,1,1,1,0
tt0102749,1,1,3,0
tt0102750,0,0,0,0
tt0102753,0,0,0,0
tt0102757,1,1,3,0
tt0102768,0,0,0,0
tt0102782,0,0,0,0
tt0102789,2,1,3,1
tt0102798,0,0,0,0
tt0102803,3,2,3,1
tt0102818,0,0,0,0
tt0102820,0,0,0,0
tt0102849,0,0,0,0
tt0102860,0,0,0,0
tt0102900,2,2,1,1
tt0102913,1,2,1,0
tt0102926,0,0,0,0
tt0102943,0,0,0,0
tt0102945,0,0,0,0
tt0102951,3,2,1,1
tt0102969,1,1,1,0
tt0102975,0,0,0,0
tt0102979,1,1,1,0
tt0102984,1,1,3,0
tt0102989,3,1,1,1
tt0102996,1,2,0,0
tt0103003,0,0,0,0
tt0103007,1,1,2,0
tt0103015,2,1,1,5
tt0103016,0,0,0,0
tt0103030,1,2,1,0
tt0103035,1,1,2,0
tt0103036,0,0,0,0
tt0103055,1,1,2,0
tt0103060,0,0,0,0
tt0103064,1,2,3,0
tt0103069,0,0,0,0
tt0103112,1,2,1,0
tt0103125,1,1,2,0
tt0103128,1,1,0,0
tt0103141,1,1,1,0
tt0103143,0,0,0,0
tt0103184,0,0,0,0
tt0103241,0,0,0,0
tt0103247,0,0,0,0
tt0103251,0,0,0,0
tt0103253,0,0,0,0
tt0103262,1,2,1,0
tt0103303,2,2,3,1
tt0103312,0,0,0,0
tt0103594,0,0,0,0
tt0103596,0,0,0,0
tt0103617,1,1,1,0
tt0103639,0,0,0,0
tt0103671,1,1,1,0
tt0103747,1,2,2,0
tt0103759,1,1,1,0
tt0103772,0,0,0,0
tt0103776,0,0,0,0
tt0103783,0,0,0,0
tt0103786,0,0,0,0
tt0103827,1,1,1,0
tt0103838,0,0,0,0
tt0103850,0,0,0,0
tt0103855,0,0,0,0
tt0103859,0,0,0,0
tt0103872,1,2,5,0
tt0103874,1,1,1,0
tt0103877,1,1,1,0
tt0103888,1,2,3,0
tt0103893,2,1,1,1
tt0103897,1,1,1,0
tt0103919,0,0,0,0
tt0103924,3,2,2,2
tt0103939,1,2,0,0
tt0103956,0,0,0,0
tt0103962,0,0,0,0
tt0103976,0,0,0,0
tt0103978,0,0,0,0
tt0104006,2,1,3,1
tt0104009,0,0,0,0
tt0104027,1,1,0,0
tt0104030,1,1,1,0
tt0104036,0,0,0,0
tt0104040,0,0,0,0
tt0104070,3,1,0,0
tt0104073,1,2,3,0
tt0104107,2,1,4,3
tt0104114,1,1,2,0
tt0104139,0,0,0,0
tt0104187,2,1,1,4
tt0104215,1,1,1,0
tt0104225,2,1,1,5
tt0104231,1,1,1,0
tt0104237,0,0,0,0
tt0104240,1,1,4,0
tt0104244,0,0,0,0
tt0104254,0,0,0,0
tt0104257,0,0,0,0
tt0104265,0,0,0,0
tt0104283,1,1,3,0
tt0104291,1,1,3,0
tt0104298,0,0,0,0
tt0104299,1,1,1,0
tt0104321,2,1,3,5
tt0104348,2,2,1,3
tt0104350,0,0,0,0
tt0104376,1,1,2,0
tt0104389,0,0,0,0
tt0104409,1,2,0,0
tt0104412,3,2,1,2
tt0104427,3,2,3,1
tt0104431,2,1,0,1
tt0104437,0,0,0,0
tt0104438,3,1,1,2
tt0104452,1,1,0,0
tt0104454,0,0,0,0
tt0104466,3,1,3,1
tt0104503,1,2,0,0
tt0104504,1,2,1,0
tt0104507,0,0,0,0
tt0104511,0,0,0,0
tt0104541,0,0,0,0
tt0104549,0,0,0,0
tt0104573,1,1,1,0
tt0104647,2,1,2,2
tt0104670,1,1,0,0
tt0104691,1,1,1,0
tt0104692,0,0,0,0
tt0104694,2,1,2,1
tt0104695,0,0,0,0
tt0104697,1,1,1,0
tt0104714,2,1,1,3
tt0104745,0,0,0,0
tt0104797,0,0,0,0
tt0104802,1,1,2,0
tt0104804,0,0,0,0
tt0104839,0,0,0,0
tt0104850,2,1,3,1
tt0104868,2,2,1,3
tt0104892,1,1,1,0
tt0104897,1,1,2,0
tt0104905,0,0,0,0
tt0104926,2,2,1,2
tt0104928,1,1,2,0
tt0104940,0,0,0,0
tt0104952,0,0,0,0
tt0104954,3,2,5,2
tt0104990,0,0,0,0
tt0105001,2,1,1,0
tt0105017,1,1,1,0
tt0105046,0,0,0,0
tt0105078,1,1,1,0
tt0105089,1,1,2,0
tt0105103,1,1,0,0
tt0105104,1,1,1,0
tt0105107,2,1,1,3
tt0105112,0,0,0,0
tt0105121,0,0,0,0
tt0105128,0,0,0,0
tt0105130,3,1,2,2
tt0105150,1,2,3,0
tt0105151,1,1,2,0
tt0105156,1,1,3,0
tt0105159,0,0,0,0
tt0105165,0,0,0,0
tt0105187,0,0,0,0
tt0105191,0,0,0,0
tt0105211,2,2,2,3
tt0105217,0,0,0,0
tt0105219,0,0,0,0
tt0105236,0,0,0,0
tt0105265,0,0,0,0
tt0105267,1,2,4,0
tt0105291,2,1,4,1
tt0105316,1,2,2,0
tt0105323,1,1,3,0
tt0105327,1,1,3,0
tt0105391,2,1,1,5
tt0105411,2,2,3,1
tt0105414,1,1,1,0
tt0105415,0,0,0,0
tt0105417,0,0,0,0
tt0105428,0,0,0,0
tt0105435,0,0,0,0
tt0105450,1,1,3,0
tt0105459,0,0,0,0
tt0105466,0,0,0,0
tt0105477,2,1,2,4
tt0105480,1,1,1,0
tt0105481,3,1,3,5
tt0105483,1,1,3,0
tt0105526,1,1,1,0
tt0105562,1,1,1,0
tt0105577,0,0,0,0
tt0105585,1,1,1,0
tt0105629,1,2,1,0
tt0105631,0,0,0,0
tt0105636,3,1,1,1
tt0105665,1,1,4,0
tt0105690,1,1,1,0
tt0105695,1,2,1,0
tt0105698,0,0,0,0
tt0105699,1,2,0,0
tt0105706,3,1,2,1
tt0105719,0,0,0,0
tt0105789,0,0,0,0
tt0105790,2,1,1,1
tt0105793,2,1,2,2
tt0105807,1,2,0,0
tt0105811,4,2,0,0
tt0105812,1,1,1,0
tt0105813,1,1,3,0
tt0105824,0,0,0,0
tt0105871,2,1,3,1
tt0105885,3,1,3,1
tt0106176,1,1,1,0
tt0106220,0,0,0,0
tt0106223,0,0,0,0
tt0106226,3,1,1,0
tt0106233,0,0,0,0
tt0106246,2,1,2,3
tt0106264,4,1,3,3
tt0106266,1,1,3,0
tt0106292,3,1,0,3
tt0106315,1,2,2,0
tt0106332,1,1,1,0
tt0106339,0,0,0,0
tt0106350,0,0,0,0
tt0106364,0,0,0,0
tt0106375,0,0,0,0
tt0106379,1,1,2,0
tt0106393,1,1,1,0
tt0106400,1,1,2,0
tt0106438,0,0,0,0
tt0106453,0,0,0,0
tt0106455,1,1,1,0
tt0106464,0,0,0,0
tt0106466,1,1,2,0
tt0106471,0,0,0,0
tt0106489,1,1,4,0
tt0106500,0,0,0,0
tt0106505,1,2,5,0
tt0106519,0,0,0,0
tt0106521,0,0,0,0
tt0106582,0,0,0,0
tt0106598,2,1,0,0
tt0106611,1,1,1,0
tt0106627,1,1,5,0
tt0106660,1,2,3,0
tt0106661,0,0,0,0
tt0106664,0,0,0,0
tt0106673,0,0,0,0
tt0106677,1,1,4,0
tt0106684,1,2,1,0
tt0106697,0,0,0,0
tt0106701,1,1,1,0
tt0106761,0,0,0,0
tt0106770,0,0,0,0
tt0106827,0,0,0,0
tt0106833,1,1,5,0
tt0106856,0,0,0,0
tt0106868,1,1,3,0
tt0106873,0,0,0,0
tt0106877,1,1,1,0
tt0106881,0,0,0,0
tt0106912,0,0,0,0
tt0106918,0,0,0,0
tt0106926,3,1,1,3
tt0106941,2,1,1,3
tt0106965,0,0,0,0
tt0106977,1,1,4,0
tt0107004,1,1,3,0
tt0107007,0,0,0,0
tt0107009,0,0,0,0
tt0107034,1,2,1,0
tt0107048,1,2,1,0
tt0107050,1,1,1,0
tt0107057,2,2,1,0
tt0107076,0,0,0,0
tt0107088,0,0,0,0
tt0107090,1,1,1,0
tt0107091,0,0,0,0
tt0107107,2,2,1,2
tt0107111,1,1,2,0
tt0107120,2,1,0,0
tt0107130,0,0,0,0
tt0107131,0,0,0,0
tt0107144,0,0,0,0
tt0107148,0,0,0,0
tt0107152,0,0,0,0
tt0107156,3,1,1,2
tt0107199,1,2,3,0
tt0107206,1,1,3,0
tt0107207,1,1,1,0
tt0107209,4,2,2,3
tt0107211,1,1,1,0
tt0107212,0,0,0,0
tt0107233,1,1,4,0
tt0107247,3,1,2,2
tt0107254,1,1,3,0
tt0107277,0,0,0,0
tt0107282,0,0,0,0
tt0107286,3,1,3,3
tt0107290,0,0,0,0
tt0107302,1,1,4,0
tt0107322,0,0,0,0
tt0107362,0,0,0,0
tt0107372,0,0,0,0
tt0107387,0,0,0,0
tt0107413,1,2,1,0
tt0107438,3,1,2,3
tt0107443,1,1,1,0
tt0107468,0,0,0,0
tt0107473,2,1,3,1
tt0107478,1,1,1,0
tt0107497,0,0,0,0
tt0107501,0,0,0,0
tt0107504,0,0,0,0
tt0107507,1,1,1,0
tt0107529,0,0,0,0
tt0107554,0,0,0,0
tt0107563,0,0,0,0
tt0107594,0,0,0,0
tt0107606,1,2,0,0
tt0107611,0,0,0,0
tt0107612,1,2,3,0
tt0107613,1,1,2,0
tt0107614,0,0,0,0
tt0107616,1,1,1,0
tt0107623,0,0,0,0
tt0107626,0,0,0,0
tt0107630,0,0,0,0
tt0107653,0,0,0,0
tt0107659,2,2,1,1
tt0107665,1,2,1,0
tt0107685,2,2,1,1
tt0107711,0,0,0,0
tt0107719,0,0,0,0
tt0107745,0,0,0,0
tt0107750,2,1,2,3
tt0107798,1,1,3,0
tt0107808,0,0,0,0
tt0107818,1,1,1,0
tt0107822,1,1,2,0
tt0107824,1,1,2,0
tt0107840,0,0,0,0
tt0107843,0,0,0,0
tt0107863,2,1,1,3
tt0107889,1,2,1,0
tt0107927,1,1,1,0
tt0107943,1,1,1,0
tt0107953,1,1,1,0
tt0107969,0,0,0,0
tt0107974,1,2,5,0
tt0107977,1,1,1,0
tt0107978,1,1,3,0
tt0107985,1,2,2,0
tt0108000,1,1,1,0
tt0108002,1,1,3,0
tt0108026,1,2,3,0
tt0108037,3,1,2,2
tt0108041,0,0,0,0
tt0108052,0,0,0,0
tt0108065,0,0,0,0
tt0108069,1,1,3,0
tt0108071,0,0,0,0
tt0108090,0,0,0,0
tt0108101,1,2,3,0
tt0108122,0,0,0,0
tt0108147,0,0,0,0
tt0108149,2,2,2,1
tt0108160,0,0,0,0
tt0108162,1,2,3,0
tt0108170,0,0,0,0
tt0108171,0,0,0,0
tt0108174,0,0,0,0
tt0108185,1,1,1,0
tt0108186,2,1,2,2
tt0108187,1,1,2,0
tt0108207,3,1,1,1
tt0108234,0,0,0,0
tt0108238,0,0,0,0
tt0108255,0,0,0,0
tt0108258,1,1,2,0
tt0108265,2,1,1,3
tt0108308,0,0,0,0
tt0108311,0,0,0,0
tt0108320,1,1,3,0
tt0108327,2,1,1,3
tt0108328,0,0,0,0
tt0108330,2,1,1,3
tt0108334,1,1,2,0
tt0108358,0,0,0,0
tt0108388,1,1,3,0
tt0108395,0,0,0,0
tt0108399,2,1,3,3
tt0108410,3,1,1,4
tt0108442,0,0,0,0
tt0108451,3,2,2,2
tt0108473,1,2,2,0
tt0108515,0,0,0,0
tt0108517,1,1,1,0
tt0108525,2,2,2,0
tt0108526,0,0,0,0
tt0108539,0,0,0,0
tt0108550,1,1,1,0
tt0108551,0,0,0,0
tt0108560,1,2,1,0
tt0108565,0,0,0,0
tt0108569,1,2,1,0
tt0108596,1,1,1,0
tt0109015,0,0,0,0
tt0109021,0,0,0,0
tt0109035,2,1,3,1
tt0109040,1,2,4,0
tt0109045,0,0,0,0
tt0109067,1,1,2,0
tt0109068,1,2,3,0
tt0109120,0,0,0,0
tt0109129,1,1,2,0
tt0109190,1,1,2,0
tt0109198,0,0,0,0
tt0109219,0,0,0,0
tt0109254,1,1,2,0
tt0109279,1,2,3,0
tt0109287,0,0,0,0
tt0109288,0,0,0,0
tt0109297,0,0,0,0
tt0109303,1,1,1,0
tt0109305,1,1,1,0
tt0109306,0,0,0,0
tt0109327,0,0,0,0
tt0109340,1,1,1,0
tt0109348,4,2,1,2
tt0109361,0,0,0,0
tt0109369,1,1,2,0
tt0109370,0,0,0,0
tt0109376,2,1,1,2
tt0109381,1,2,5,0
tt0109402,1,2,1,0
tt0109403,2,1,3,1
tt0109417,2,2,3,1
tt0109439,1,1,1,0
tt0109443,0,0,0,0
tt0109444,1,1,3,0
tt0109445,1,1,2,0
tt0109446,2,1,3,5
tt0109447,2,2,1,2
tt0109450,0,0,0,0
tt0109454,0,0,0,0
tt0109456,2,2,1,1
tt0109480,1,1,1,0
tt0109484,0,0,0,0
tt0109493,0,0,0,0
tt0109504,0,0,0,0
tt0109506,0,0,0,0
tt0109520,1,1,3,0
tt0109578,1,1,3,0
tt0109579,1,2,1,0
tt0109593,0,0,0,0
tt0109635,0,0,0,0
tt0109642,1,1,3,0
tt0109675,1,1,1,0
tt0109676,1,1,1,0
tt0109707,1,1,3,0
tt0109731,0,0,0,0
tt0109758,1,2,4,0
tt0109783,4,2,4,1
tt0109785,0,0,0,0
tt0109813,1,2,2,0
tt0109816,1,1,3,0
tt0109830,0,0,0,0
tt0109831,0,0,0,0
tt0109836,0,0,0,0
tt0109838,0,0,0,0
tt0109842,2,1,1,1
tt0109891,1,2,2,0
tt0109913,0,0,0,0
tt0109917,0,0,0,0
tt0109920,3,1,1,2
tt0109936,1,1,1,0
tt0109951,2,2,1,2
tt0110005,2,1,5,1
tt0110044,3,1,3,3
tt0110057,0,0,0,0
tt0110064,1,2,3,0
tt0110066,1,2,0,0
tt0110074,1,2,2,0
tt0110081,1,1,0,0
tt0110091,0,0,0,0
tt0110093,1,1,1,0
tt0110097,2,2,2,3
tt0110099,2,2,3,1
tt0110115,0,0,0,0
tt0110116,3,1,3,1
tt0110123,0,0,0,0
tt0110137,1,2,5,0
tt0110146,3,1,1,3
tt0110148,0,0,0,0
tt0110157,2,2,1,0
tt0110167,0,0,0,0
tt0110169,1,1,1,0
tt0110186,0,0,0,0
tt0110189,1,1,4,0
tt0110197,2,1,2,5
tt0110216,1,1,5,0
tt0110217,1,2,2,0
tt0110296,0,0,0,0
tt0110305,1,1,3,0
tt0110308,0,0,0,0
tt0110322,2,1,1,3
tt0110329,0,0,0,0
tt0110353,2,1,2,3
tt0110357,0,0,0,0
tt0110363,1,1,5,0
tt0110364,0,0,0,0
tt0110366,6,2,0,0
tt0110391,1,2,1,0
tt0110395,2,2,3,3
tt0110399,2,1,1,1
tt0110413,0,0,0,0
tt0110428,0,0,0,0
tt0110442,1,1,1,0
tt0110443,0,0,0,0
tt0110455,1,1,1,0
tt0110475,0,0,0,0
tt0110478,2,1,4,3
tt0110516,0,0,0,0
tt0110518,0,0,0,0
tt0110538,1,1,1,0
tt0110557,0,0,0,0
tt0110588,0,0,0,0
tt0110604,0,0,0,0
tt0110612,0,0,0,0
tt0110613,0,0,0,0
tt0110632,0,0,0,0
tt0110638,0,0,0,0
tt0110649,1,1,0,0
tt0110657,1,2,0,0
tt0110678,3,1,1,4
tt0110684,0,0,0,0
tt0110687,3,2,2,1
tt0110689,1,2,1,0
tt0110722,1,2,1,0
tt0110725,1,1,1,0
tt0110737,2,1,2,3
tt0110759,2,1,1,1
tt0110763,1,2,2,0
tt0110771,0,0,0,0
tt0110867,0,0,0,0
tt0110892,3,2,1,3
tt0110907,0,0,0,0
tt0110912,1,1,1,0
tt0110932,0,0,0,0
tt0110939,2,2,1,3
tt0110944,1,1,1,0
tt0110950,2,2,3,4
tt0110955,1,1,3,0
tt0110963,1,1,3,0
