CLI_ID,UNIVERS,MOIS_VENTE,FAMILLE,MAILLE,"('PRIX_NET', 'min')","('PRIX_NET', 'max')","('PRIX_NET', 'mean')"
991514148,HYG_DOUCHE EDT ETE,7,HYGIENE,HYG_MONOI_ET_EDIT_SPEC,1.5,9.95,3.6825
991514164,HYG_DOUCHE PLAISIRNATURE,2,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.45,1.5,1.4916666666666665
991514180,MAQ_YEUX Crayons,12,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.95,3.65,2.783333333333333
991514221,VIS_DEMAQ AAAR,4,SOINS DU VISAGE,VIS_AAAR_DEMAQLOTION,3.5,10.0,6.5874999999999995
991514247,MAQ_TEINT Font teint,12,MAQUILLAGE,MAQ_TEINT,1.85,9.95,4.486875
991514263,PARF_EAUX DE COLOGNE,10,PARFUMAGE,PARF_PARFUM,6.45,6.45,6.45
991514271,CORPS_LAIT HUILE PLAISIRNATURE,1,SOINS DU CORPS,CORPS_HYDR_LAIT_HUILE,1.25,7.9,3.6225
991514320,MAQ_ONG AUTRES,4,MAQUILLAGE,MAQ_ONGLES,1.25,7.9,2.45
991514338,HYG_DOUCHE PLAISIRNATURE,5,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.95,24.9,5.3076923076923075
991514354,VIS_MASQUE Jeunes Specifique,10,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.95,5.95,4.1000000000000005
991514362,CAP_AP SHAMP,5,CAPILLAIRES,CAPILLAIRE_AUTRE,1.0,12.5,3.6766666666666667
991514396,HYG_DOUCHE JARDINMONDE,7,HYGIENE,HYG_JDM,1.5,1.5,1.5
991514429,CORPS_LAIT HUILE MONOI,8,SOINS DU CORPS,CORPS_MONOI,3.95,11.9,6.035714285714286
991514437,VIS_SOIN LEVRES,7,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.5,19.9,5.67
991514461,MAQ_LEV RAL Brillance,6,MAQUILLAGE,MAQ_LEV_RAL_HMG,2.5,5.95,4.225
991514479,HYG_DOUCHE JARDINMONDE,10,HYGIENE,HYG_JDM,1.5,9.25,4.664285714285714
991514487,VIS_MASQUE Jeunes Specifique,4,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,6.95,19.95,10.139999999999999
991514495,MAQ_LEV BRILLANT,12,MAQUILLAGE,MAQ_LEV_BASPRIX,7.75,7.75,7.75
991514502,CORPS_SOIN DES MAINS,4,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.95,4.95,3.45
991514635,VIS_DEMAQ Jeunes Specifique,1,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,4.95,6.0,5.475
991514643,HYG_DOUCHE JARDINMONDE,10,HYGIENE,HYG_JDM,1.5,8.95,3.8233333333333333
991514685,PARF_PARF ET EAU DE PARF,1,PARFUMAGE,PARF_PARFUM,5.95,22.9,13.266666666666666
991514700,HYG_SAVONS,11,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.5,12.5,3.960714285714286
991514742,MAQ_YEUX Crayons,3,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,3.5,6.0,4.816666666666666
991514765,MAQ_YEUX Crayons,10,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.25,2.95,1.942857142857143
991514773,CORPS_SOIN DES MAINS,1,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.25,18.0,9.120833333333332
991514806,CORPS_SOIN DES MAINS,12,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.25,7.9,2.9450000000000003
991514814,CORPS_LAIT HUILE MONOI,6,SOINS DU CORPS,CORPS_MONOI,0.8,35.9,5.52
991514822,MAQ_ONG Vernis LUM,8,MAQUILLAGE,MAQ_ONGLES,1.95,5.0,2.7600000000000002
991514856,HYG_DOUCHE JARDINMONDE,7,HYGIENE,HYG_JDM,1.5,5.45,2.3615384615384616
991514872,MAQ_YEUX Mascara Specifique,9,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,3.95,12.9,6.728571428571429
991514880,HYG_DOUCHE PLAISIRNATURE,5,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,0.85,4.0,2.161111111111111
991514913,VIS_CJOUR Jeunes Specifique,7,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.66,26.32,6.753846153846154
991514921,HYG_DOUCHE PARFUMS,3,HYGIENE,HYG_PARFUMEE,2.5,4.9,3.4500000000000006
991514939,MAQ_ONG Vernis LUM,5,MAQUILLAGE,MAQ_ONGLES,1.25,13.9,6.457999999999999
991514947,VIS_SOIN LEVRES,11,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.95,6.95,4.55
991514955,VIS_CJOUR Jeunes Specifique,8,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,2.0,7.5,5.5875
991514963,MAQ_YEUX Stylos,8,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,3.9,6.45,5.2
991515004,HYG_DOUCHE MONOI,7,HYGIENE,HYG_MONOI_ET_EDIT_SPEC,1.95,5.95,3.95
991515020,MAQ_TEINT Perfect Correcteur,5,MAQUILLAGE,MAQ_TEINT,4.95,9.9,7.425000000000001
991515046,MAQ_TEINT Poudres,6,MAQUILLAGE,MAQ_TEINT,5.45,17.5,8.257142857142856
991515054,CORPS_HYDRA NOURRISANT,2,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,0.95,18.0,3.8011428571428567
991515062,HYG_DOUCHE PLAISIRNATURE,12,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.5,4.9,2.4625000000000004
991515111,VIS_CJOUR Jeunes Specifique,3,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,3.45,9.0,5.966666666666666
991515202,MAQ_ONG Vernis LUM,6,MAQUILLAGE,MAQ_ONGLES,1.5,2.95,1.7666666666666666
991515228,VIS_SOIN LEVRES,6,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,3.95,3.033333333333333
991515236,MAQ_ONG Vernis LUM,1,MAQUILLAGE,MAQ_ONGLES,1.0,13.0,4.2765625
991515286,HYG_DOUCHE PLAISIRNATURE,6,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.5,5.0,3.292857142857143
991515301,MAQ_YEUX Stylos,7,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,4.5,4.5,4.5
991515351,CORPS_EXFOLIANT CORPS,9,SOINS DU CORPS,CORPS_SPA_ET_MINCEUR,1.25,6.45,3.9382352941176473
991515385,HYG_BAIN SEL HUILE PERLE,5,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,2.0,8.95,4.6125
991515418,MAQ_ONG Vernis LUM,4,MAQUILLAGE,MAQ_ONGLES,1.65,22.9,7.691666666666666
991515468,MAQ_YEUX Stylos,7,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.5,5.95,3.5100000000000002
991515517,HYG_DOUCHE JARDINMONDE,10,HYGIENE,HYG_JDM,1.95,2.5,2.2800000000000002
991515533,VIS_SOIN LEVRES,8,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.95,1.95,1.95
991515559,HYG_DOUCHE JARDINMONDE,10,HYGIENE,HYG_JDM,0.95,24.5,6.020212765957447
991515567,VIS_SOIN LEVRES,10,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,1.67,1.5
991515575,HYG_DOUCHE PLAISIRNATURE,12,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,0.8,7.9,3.15
991515608,MAQ_YEUX Stylos,4,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,4.95,9.9,7.33
991515616,VIS_DEMAQ BLEUET,12,SOINS DU VISAGE,VIS_AUTRES,3.2,3.95,3.5500000000000003
991515624,VIS_DEMAQ PUR,12,SOINS DU VISAGE,VIS_PUR,2.45,5.9,3.7
991515632,SOL_AUTOBRONZANTS,8,SOLAIRES,SOLAIRE,1.95,13.0,7.2555555555555555
991515666,CAP_TENUE DE LA COIFFURE,11,CAPILLAIRES,CAPILLAIRE_AUTRE,1.5,4.45,2.966666666666667
991515690,PARF_EAUX PARFUMS,5,PARFUMAGE,PARF_PARFUM,25.95,25.95,25.95
991515715,MAQ_YEUX Mascara Basic,12,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.65,4.25,3.283333333333333
991515755,MAQ_YEUX Crayons,7,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.95,5.95,3.283333333333333
991515771,MAQ_YEUX Mascara Vertige,6,MAQUILLAGE,MAQ_YEUX_MASCA_HG,9.95,9.95,9.95
991515797,MAQ_ONG Vernis CN,8,MAQUILLAGE,MAQ_ONGLES,2.95,5.5,4.4625
991515804,HYG_DOUCHE JARDINMONDE,3,HYGIENE,HYG_JDM,1.25,12.5,2.5375
991515820,CORPS_LAIT HUILE MONOI,7,SOINS DU CORPS,CORPS_MONOI,5.95,5.95,5.95
991515846,HYG_DOUCHE PLAISIRNATURE,4,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,0.85,5.95,3.0200000000000005
991515903,MAQ_ONG AUTRES,11,MAQUILLAGE,MAQ_ONGLES,1.65,29.9,8.201190476190476
991515929,HYG_DEO PARFUMS,7,HYGIENE,HYG_PARFUMEE,6.95,18.0,10.7875
991515937,VIS_LOTIONS Jeunes Specifique,11,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,4.95,6.95,5.95
991515945,MAQ_YEUX Mascara Elixir,12,MAQUILLAGE,MAQ_YEUX_MASCA_HG,4.43,15.0,8.040833333333333
991515961,MAQ_TEINT Perfect Correcteur,7,MAQUILLAGE,MAQ_TEINT,1.5,28.0,12.096428571428572
991515979,PARF_PARF ET EAU DE PARF,11,PARFUMAGE,PARF_PARFUM,1.5,54.0,14.733333333333334
991515987,HYG_DEO JARDINMONDE,8,HYGIENE,HYG_JDM,1.25,16.9,6.329545454545454
991515995,VIS_MASQUE Jeunes Specifique,3,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,3.0,15.9,8.466666666666667
991516078,CAP_SHAMP TSCHEVEUX,1,CAPILLAIRES,CAPILLAIRE_SHAMPOING,2.95,19.95,9.76
991516119,HYG_DOUCHE HAMMAM,4,HYGIENE,HYG_AUTRES,1.95,19.9,7.671428571428571
991516151,PARF_EAUX DE COLOGNE,4,PARFUMAGE,PARF_PARFUM,6.95,6.95,6.95
991516193,MAQ_ONG AUTRES,12,MAQUILLAGE,MAQ_ONGLES,1.5,4.95,3.8375000000000004
991516218,PARF_EAUX PARFUMS,4,PARFUMAGE,PARF_PARFUM,1.5,36.0,9.26842105263158
991516226,MAQ_LEV RAL Brillance,6,MAQUILLAGE,MAQ_LEV_RAL_HMG,1.95,5.95,3.95
991516234,MAQ_YEUX Crayons,6,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.95,51.0,9.430769230769231
991516268,CAP_SHAMP SPECIFIQUE,4,CAPILLAIRES,CAPILLAIRE_SHAMPOING,1.95,14.9,4.784761904761905
991516317,MAQ_Autres,12,MAQUILLAGE,MAQ_AUTRE,1.5,29.5,9.245813953488373
991516359,MAQ_YEUX Stylos,4,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,9.9,9.9,9.9
991516408,MAQ_ONG AUTRES,11,MAQUILLAGE,MAQ_ONGLES,1.95,9.95,4.55
991516490,HYG_DOUCHE PARFUMS,12,HYGIENE,HYG_PARFUMEE,1.85,24.9,5.443636363636363
991516515,VIS_SOIN LEVRES,12,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,8.9,3.3200000000000003
991516549,HYG_DOUCHE PARFUMS,6,HYGIENE,HYG_PARFUMEE,3.95,12.95,7.7625
991516557,VIS_SOIN HOMMES,10,SOINS DU VISAGE,VIS_HOMMES,1.95,6.9,4.441666666666667
991516599,VIS_MASQUE Jeunes Specifique,7,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,3.45,15.0,7.3
991516630,HYG_DOUCHE PARFUMS,4,HYGIENE,HYG_PARFUMEE,9.9,36.0,21.283333333333335
991516664,CORPS_HYDRA NOURRISANT,5,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.2,28.0,6.171666666666667
991516680,HYG_DOUCHE PLAISIRNATURE,11,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.5,19.9,5.5874999999999995
991516739,PARF_EAUX HOMMES,2,PARFUMAGE,PARF_HOMME,1.95,15.0,4.885714285714286
991516787,MAQ_LEV RAL Lum4,3,MAQUILLAGE,MAQ_LEV_BASPRIX,5.95,15.9,10.925
991516802,PARF_EAUX PLAISIR NATURE,3,PARFUMAGE,PARF_EDT,0.85,4.9,2.295
991516810,PARF_PARF ET EAU DE PARF,3,PARFUMAGE,PARF_PARFUM,9.9,21.95,15.925
991516828,PARF_EAUX HOMMES,3,PARFUMAGE,PARF_HOMME,4.25,12.3,7.150000000000001
991516836,MAQ_YEUX Mascara Vertige,3,MAQUILLAGE,MAQ_YEUX_MASCA_HG,9.95,12.95,11.45
991516844,CAP_SHAMP TRAITANT,8,CAPILLAIRES,CAPILLAIRE_SHAMPOING,1.25,5.0,2.1399999999999997
991516852,CORPS_LAIT HUILE PLAISIRNATURE,6,SOINS DU CORPS,CORPS_HYDR_LAIT_HUILE,4.95,8.95,6.466666666666666
991516860,PARF_PARF ET EAU DE PARF,3,PARFUMAGE,PARF_PARFUM,22.95,22.95,22.95
991516878,MAQ_YEUX Fard,3,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,8.9,8.95,8.925
991516886,VIS_MASQUE Jeunes Specifique,8,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.5,3.5,2.68
991516894,CORPS_LAIT HUILE PLAISIRNATURE,3,SOINS DU CORPS,CORPS_HYDR_LAIT_HUILE,0.85,4.0,2.2875
991516901,VIS_MASQUE Jeunes Specifique,5,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,2.95,8.95,5.06875
991516919,HYG_BAIN SEL HUILE PERLE,3,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.0,5.95,3.8600000000000003
991516927,MAQ_YEUX Mascara Vertige,12,MAQUILLAGE,MAQ_YEUX_MASCA_HG,1.66,12.95,3.4625
991516935,HYG_DOUCHE PLAISIRNATURE,12,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,0.8,10.95,3.8
991516943,VIS_CJOUR AAAR,3,SOINS DU VISAGE,VIS_AAAR_HORS_DEMAQLOTION,1.95,15.9,6.0
991516951,MAQ_YEUX Fard,3,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,6.95,6.95,6.95
991516969,HYG_BAIN SEL HUILE PERLE,10,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.0,7.9,3.3000000000000003
991516977,VIS_MASQUE Jeunes Specifique,3,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,4.45,11.9,7.1000000000000005
991516985,VIS_CJOUR AAAR,3,SOINS DU VISAGE,VIS_AAAR_HORS_DEMAQLOTION,9.95,10.9,10.425
991516993,HYG_DOUCHE JARDINMONDE,6,HYGIENE,HYG_JDM,1.0,11.9,3.4499999999999997
991517000,VIS_MASQUE Jeunes Specifique,3,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,4.25,11.9,8.16
991517026,VIS_SOIN LEVRES,3,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.95,1.95,1.95
991517034,MAQ_TEINT Font teint,3,MAQUILLAGE,MAQ_TEINT,12.95,18.95,15.95
991517050,SOL_APRES SOLEIL,7,SOLAIRES,SOLAIRE,3.95,5.95,5.283333333333334
991517068,PARF_EAUX DE COLOGNE,3,PARFUMAGE,PARF_PARFUM,5.5,7.95,6.725
991517076,VIS_DEMAQ BLEUET,9,SOINS DU VISAGE,VIS_AUTRES,2.95,6.9,4.768750000000001
991517084,MAQ_YEUX Crayons,7,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.95,1.95,1.95
991517092,HYG_DOUCHE PLAISIRNATURE,10,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,2.95,17.95,9.87857142857143
991517109,VIS_TRAIT Jeunes Specifique,9,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,3.6,9.95,7.166666666666667
991517117,MAQ_YEUX Crayons,3,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.95,11.8,4.43125
991517125,PARF_EAUX PLAISIR NATURE,3,PARFUMAGE,PARF_EDT,1.95,4.9,3.4500000000000006
991517133,VIS_CJOUR Jeunes Specifique,9,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.95,7.9,5.5625
991517141,PARF_EAUX PLAISIR NATURE,3,PARFUMAGE,PARF_EDT,1.95,3.5,2.983333333333333
991517159,CORPS_SOIN DES MAINS,3,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.95,3.9,3.16
991517167,SOL_AUTOBRONZANTS,12,SOLAIRES,SOLAIRE,1.95,7.95,6.0928571428571425
991517175,MAQ_ONG Vernis LUM,3,MAQUILLAGE,MAQ_ONGLES,1.65,2.25,1.8
991517183,VIS_SOIN LEVRES,9,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,9.25,3.466666666666667
991517191,HYG_DOUCHE PLAISIRNATURE,5,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.5,17.15,6.626923076923077
991517208,MAQ_LEV BRILLANT,11,MAQUILLAGE,MAQ_LEV_BASPRIX,3.95,35.9,13.09
991517216,VIS_CJOUR AAAR,8,SOINS DU VISAGE,VIS_AAAR_HORS_DEMAQLOTION,1.5,19.6,11.8
991517224,VIS_TRAIT AAAR,4,SOINS DU VISAGE,VIS_AAAR_HORS_DEMAQLOTION,3.5,14.5,9.7
991517232,MAQ_ONG Vernis LUM,8,MAQUILLAGE,MAQ_ONGLES,1.95,3.5,2.983333333333333
991517240,HYG_DOUCHE PLAISIRNATURE,4,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.5,4.5,2.6125
991517258,MAQ_YEUX Fard,4,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,4.95,19.95,10.528571428571428
991517266,VIS_SOIN LEVRES,7,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,4.95,2.33
991517274,CORPS_SOIN PIEDS ET JAMBES,4,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,3.95,3.95,3.95
991517282,VIS_CJOUR AAAR,4,SOINS DU VISAGE,VIS_AAAR_HORS_DEMAQLOTION,4.9,10.9,7.9
991517290,HYG_DOUCHE JARDINMONDE,8,HYGIENE,HYG_JDM,1.25,7.9,2.975
991517307,PARF_PARF ET EAU DE PARF,12,PARFUMAGE,PARF_PARFUM,3.95,27.0,11.75
991517315,PARF_EAUX PLAISIR NATURE,4,PARFUMAGE,PARF_EDT,3.5,3.5,3.5
991517323,HYG_DOUCHE JARDINMONDE,4,HYGIENE,HYG_JDM,1.0,12.9,4.454545454545454
991517331,MAQ_YEUX Stylos,4,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,2.5,11.95,6.466666666666666
991517349,CORPS_EXFOLIANT CORPS,4,SOINS DU CORPS,CORPS_SPA_ET_MINCEUR,1.95,9.75,4.095000000000001
991517357,MAQ_YEUX Fard,11,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,1.73,15.95,5.9925
991517365,MAQ_YEUX Fard,12,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,1.95,9.25,6.242857142857143
991517373,CORPS_EXFOLIANT CORPS,8,SOINS DU CORPS,CORPS_SPA_ET_MINCEUR,1.0,14.95,3.3300000000000005
991517381,PARF_EAUX PLAISIR NATURE,4,PARFUMAGE,PARF_EDT,1.95,3.5,2.466666666666667
991517406,PARF_PARF ET EAU DE PARF,4,PARFUMAGE,PARF_PARFUM,1.95,32.95,16.700000000000003
991517422,PARF_EAUX PLAISIR NATURE,4,PARFUMAGE,PARF_EDT,3.5,3.5,3.5
991517430,VIS_SOIN LEVRES,4,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.95,7.9,3.85625
991517448,VIS_MASQUE Jeunes Specifique,6,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.0,9.9,3.7333333333333334
991517464,MAQ_LEV BRILLANT,9,MAQUILLAGE,MAQ_LEV_BASPRIX,1.5,5.0,2.9850000000000003
991517472,VIS_CJOUR Jeunes Specifique,6,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,2.95,26.0,8.40952380952381
991517480,CAP_AP SHAMP,4,CAPILLAIRES,CAPILLAIRE_AUTRE,2.95,11.9,7.085714285714286
991517498,MAQ_ONG Vernis LUM,4,MAQUILLAGE,MAQ_ONGLES,1.66,2.68,1.92
991517513,CORPS_LAIT HUILE MONOI,4,SOINS DU CORPS,CORPS_MONOI,5.95,5.95,5.95
991517539,PARF_EAUX PARFUMS,6,PARFUMAGE,PARF_PARFUM,1.5,36.0,9.959090909090909
991517547,VIS_SOIN LEVRES,4,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.66,3.95,2.3899999999999997
991517555,VIS_DEMAQ PUR,4,SOINS DU VISAGE,VIS_PUR,2.95,2.95,2.95
991517563,CORPS_SOIN DES MAINS,4,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,3.95,6.95,5.15
991517571,VIS_CJOUR Jeunes Specifique,4,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.5,5.95,3.2153846153846155
991517604,MAQ_YEUX Crayons,8,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.5,18.5,6.179166666666667
991517612,MAQ_YEUX Mascara Vertige,7,MAQUILLAGE,MAQ_YEUX_MASCA_HG,3.0,9.95,5.6
991517638,HYG_DOUCHE JARDINMONDE,2,HYGIENE,HYG_JDM,1.5,5.9,3.551666666666667
991517646,HYG_SAVONS,8,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,5.0,9.95,7.7124999999999995
991517662,CORPS_EXFOLIANT CORPS,1,SOINS DU CORPS,CORPS_SPA_ET_MINCEUR,1.5,17.5,7.2875
991517688,MAQ_LEV BRILLANT,11,MAQUILLAGE,MAQ_LEV_BASPRIX,4.45,12.0,7.51875
991517696,HYG_SAVONS,12,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,0.8,3.9,2.066666666666667
991517703,HYG_DOUCHE JARDINMONDE,8,HYGIENE,HYG_JDM,1.5,1.5,1.5
991517711,HYG_DOUCHE JARDINMONDE,8,HYGIENE,HYG_JDM,1.0,2.95,1.5642857142857143
991517737,PARF_EAUX PLAISIR NATURE,2,PARFUMAGE,PARF_EDT,0.9,5.45,3.19
991517793,VIS_CJOUR BIO,7,SOINS DU VISAGE,VIS_BIO,6.45,6.95,6.7
991517800,CORPS_SOIN DES MAINS,11,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.75,39.9,13.524999999999999
991517834,VIS_SOIN LEVRES,11,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.95,3.45,2.7
991517842,MAQ_LEV AUTRES,2,MAQUILLAGE,MAQ_LEV_RAL_HMG,3.9,3.9,3.9
991517909,VIS_CJOUR Jeunes Specifique,5,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,10.9,4.827777777777778
991517925,VIS_TRAIT AAAR,1,SOINS DU VISAGE,VIS_AAAR_HORS_DEMAQLOTION,2.5,13.0,7.316666666666666
991517933,HYG_DOUCHE JARDINMONDE,1,HYGIENE,HYG_JDM,1.0,3.75,1.8470588235294116
991517967,PARF_PARF ET EAU DE PARF,9,PARFUMAGE,PARF_PARFUM,1.95,26.5,15.316666666666668
991517975,CORPS_LAIT HUILE PARFUMS,3,SOINS DU CORPS,CORPS_HYDR_LAIT_HUILE,4.95,4.95,4.95
991518058,MAQ_ONG AUTRES,11,MAQUILLAGE,MAQ_ONGLES,6.95,6.95,6.95
991518074,PARF_PARF ET EAU DE PARF,2,PARFUMAGE,PARF_PARFUM,15.9,21.5,18.7
991518090,CAP_SHAMP TRAITANT,8,CAPILLAIRES,CAPILLAIRE_SHAMPOING,2.95,2.95,2.95
991518123,VIS_DEMAQ AAAR,4,SOINS DU VISAGE,VIS_AAAR_DEMAQLOTION,2.95,6.95,5.4375
991518206,VIS_SOIN LEVRES,3,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,1.25,5.85,2.783333333333333
991518214,MAQ_YEUX Mascara Specifique,1,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,2.95,7.45,4.783333333333334
991518222,PARF_EAUX DE COLOGNE,6,PARFUMAGE,PARF_PARFUM,7.75,7.95,7.85
991518230,PARF_PARF ET EAU DE PARF,8,PARFUMAGE,PARF_PARFUM,1.66,18.0,5.79
991518272,SOL_PROTECTEURS SOLAIRES,6,SOLAIRES,SOLAIRE,6.95,14.95,10.34
991518305,MAQ_TEINT Perfect Correcteur,10,MAQUILLAGE,MAQ_TEINT,3.65,5.5,4.575
991518347,HYG_DOUCHE PLAISIRNATURE,12,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.5,14.5,5.463461538461539
991518355,MAQ_ONG Vernis LUM,12,MAQUILLAGE,MAQ_ONGLES,0.87,11.95,3.7883333333333336
991518371,CORPS_SOIN DES MAINS,3,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.0,45.0,4.518085106382979
991518397,CORPS_LAIT HUILE MONOI,12,SOINS DU CORPS,CORPS_MONOI,1.25,5.95,4.173333333333334
991518404,MAQ_YEUX Crayons,3,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.95,1.95,1.95
991518454,CORPS_SOIN DES MAINS,11,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,1.25,9.9,4.571428571428571
991518462,MAQ_YEUX Fard,9,MAQUILLAGE,MAQ_YEUX_MASCA_EYEL_FARD,1.65,4.45,3.625
991518470,CAP_SHAMP TRAITANT,12,CAPILLAIRES,CAPILLAIRE_SHAMPOING,1.25,22.5,4.785
991518503,HYG_BAIN SEL HUILE PERLE,7,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.0,1.0,1.0
991518561,HYG_BAIN SEL HUILE PERLE,9,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.0,25.0,5.9409090909090905
991518579,HYG_DOUCHE HOMMES,1,HYGIENE,HYG_HOMME,1.5,11.95,2.625
991518595,VIS_SOIN LEVRES,6,SOINS DU VISAGE,VIS_JEUNE_ET_LEVRE,2.25,3.9,2.9125
991518628,MAQ_YEUX Sourcils,4,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,2.95,9.5,5.133333333333334
991518644,CORPS_LAIT HUILE PLAISIRNATURE,6,SOINS DU CORPS,CORPS_HYDR_LAIT_HUILE,1.0,1.5,1.3611111111111112
991518652,HYG_DOUCHE AUTRES,3,HYGIENE,HYG_AUTRES,1.5,5.95,3.191304347826087
991518660,PARF_PARF ET EAU DE PARF,10,PARFUMAGE,PARF_PARFUM,1.5,15.9,2.775
991518686,MAQ_YEUX Sourcils,10,MAQUILLAGE,MAQ_YEUX_CLASSIQUE,1.65,19.0,7.685714285714286
991518694,CORPS_HYDRA NOURRISANT,11,SOINS DU CORPS,CORPS_HYDRA_NOURRI_ET_SOINS,6.45,6.45,6.45
991518719,MAQ_ONG Vernis CN,2,MAQUILLAGE,MAQ_ONGLES,1.95,25.0,8.26842105263158
991518727,HYG_SAVONS,6,HYGIENE,HYG_PLAISIRNAT_BAIN_SAVON,1.66,36.0,6.615277777777778
